TeamNameSpelling,MTeamID,WTeamID,espn_id
sw missouri st.,1283,3283,2623
syracuse,1393,3393,183
tam c,1394,3394,357
tam c. christi,1394,3394,357
tarleton st,1470,3470,2627
tarleton state,1470,3470,2627
tcu,1395,3395,2628
temple,1396,3396,218
tenn-martin,1404,3404,2630
tennessee,1397,3397,2633
tennessee st,1398,3398,2634
tennessee st.,1398,3398,2634
tennessee state,1398,3398,2634
tennessee tech,1399,3399,2635
tennessee-chattanooga,1151,3151,236
tennessee-martin,1404,3404,2630
tennessee-st,1398,3398,2634
tennessee-state,1398,3398,2634
tennessee-tech,1399,3399,2635
tex.-pan american,1410,3410,292
texas,1400,3400,251
texas a&m,1401,3401,245
texas a&m cc,1394,3394,357
texas a&m corpus,1394,3394,357
texas a&m-cc,1394,3394,357
texas a&m-corpus christi,1394,3394,357
texas arlington,1426,3426,250
texas christian,1395,3395,2628
texas rio grande valley,1410,3410,292
texas san antonio,1427,3427,2636
texas southern,1411,3411,2640
texas st,1402,3402,326
texas st.,1402,3402,326
texas state,1402,3402,326
texas tech,1403,3403,2641
texas-am,1401,3401,245
texas-am-corpus-christi,1394,3394,357
texas-arlington,1426,3426,250
texas-christian,1395,3395,2628
texas-el paso,1431,3431,2638
texas-el-paso,1431,3431,2638
texas-pan american,1410,3410,292
texas-pan-american,1410,3410,292
texas-rio grande valley,1410,3410,292
texas-san antonio,1427,3427,2636
texas-san antonio(ut,1427,3427,2636
texas-san-antonio,1427,3427,2636
texas-southern,1411,3411,2640
texas-st,1402,3402,326
texas-state,1402,3402,326
texas-tech,1403,3403,2641
texasa&m,1401,3401,245
the citadel,1154,,2643
the-citadel,1154,,2643
tn martin,1404,3404,2630
toledo,1405,3405,2649
towson,1406,3406,119
troy,1407,3407,2653
troy st.,1407,3407,2653
tulane,1408,3408,2655
tulsa,1409,3409,202
tx a&m commerce,1477,3477,2837
tx pan american,1410,3410,292
tx southern,1411,3411,2640
uab,1412,3412,5
ualr,1114,3114,2031
uc davis,1413,3413,302
uc irvine,1414,3414,300
uc riverside,1415,3415,27
uc san diego,1471,3471,28
uc santa barb.,1364,3364,2540
uc santa barbara,1364,3364,2540
uc-davis,1413,3413,302
uc-irvine,1414,3414,300
uc-riverside,1415,3415,27
uc-santa barbara,1364,3364,2540
uc-santa-barbara,1364,3364,2540
ucf,1416,3416,2116
ucla,1417,3417,26
uconn,1163,3163,41
ucsb,1364,3364,2540
uic,1227,3227,82
ull,1418,3418,309
ulm,1419,3419,2433
umass,1269,3269,113
umass lowell,1262,3262,2349
umass-lowell,1262,3262,2349
umbc,1420,3420,2378
umes,1271,3271,2379
umkc,1282,3282,140
unc,1314,3314,153
unc asheville,1421,3421,2427
unc greensboro,1422,3422,2430
unc wilmington,1423,3423,350
unc-asheville,1421,3421,2427
uncg,1422,3422,2430
uncw,1423,3423,350
uni,1320,3320,2460
university of california,1143,3143,25
unlv,1424,3424,2439
usc,1425,3425,30
usc upstate,1367,3367,2908
usc-upstate,1367,3367,2908
ut arlington,1426,3426,250
ut martin,1404,3404,2630
ut san antonio,1427,3427,2636
ut-arlington,1426,3426,250
ut-martin,1404,3404,2630
utah,1428,3428,254
utah st,1429,3429,328
utah st.,1429,3429,328
utah state,1429,3429,328
utah tech,1469,3469,3101
utah valley,1430,3430,3084
utah valley st.,1430,3430,3084
utah-st,1429,3429,328
utah-state,1429,3429,328
utah-valley,1430,3430,3084
utah-valley-state,1430,3430,3084
utep,1431,3431,2638
utica,1432,3432,
utrgv,1410,3410,292
utsa,1427,3427,2636
va commonwealth,1433,3433,2670
valparaiso,1434,3434,2674
vanderbilt,1435,3435,238
vcu,1433,3433,2670
vcu(va. commonwealth,1433,3433,2670
vermont,1436,3436,261
villanova,1437,3437,222
virginia,1438,3438,258
virginia commonwealth,1433,3433,2670
virginia military,1440,,2678
virginia military institute,1440,,2678
virginia tech,1439,3439,259
virginia-commonwealth,1433,3433,2670
virginia-military-institute,1440,,2678
virginia-tech,1439,3439,259
vmi,1440,,2678
w carolina,1441,3441,2717
w illinois,1442,3442,2710
w kentucky,1443,3443,98
w michigan,1444,3444,2711
w salem st,1445,3445,
w texas a&m,1446,3446,
wagner,1447,3447,2681
wake forest,1448,3448,154
wake-forest,1448,3448,154
washington,1449,3449,264
washington st,1450,3450,265
washington st.,1450,3450,265
washington state,1450,3450,265
washington-st,1450,3450,265
washington-state,1450,3450,265
weber st,1451,3451,2692
weber st.,1451,3451,2692
weber state,1451,3451,2692
weber-st,1451,3451,2692
weber-state,1451,3451,2692
west texas a&m,1446,3446,
west virginia,1452,3452,277
west-virginia,1452,3452,277
western caro.,1441,3441,2717
western carolina,1441,3441,2717
western ill.,1442,3442,2710
western illinois,1442,3442,2710
western kentucky,1443,3443,98
western ky.,1443,3443,98
western mich.,1444,3444,2711
western michigan,1444,3444,2711
western-caro,1441,3441,2717
western-carolina,1441,3441,2717
western-ill,1442,3442,2710
western-illinois,1442,3442,2710
western-kentucky,1443,3443,98
western-ky,1443,3443,98
western-mich,1444,3444,2711
western-michigan,1444,3444,2711
wi green bay,1453,3453,2739
wi milwaukee,1454,3454,270
wichita st,1455,3455,2724
wichita st.,1455,3455,2724
wichita state,1455,3455,2724
wichita-st,1455,3455,2724
wichita-state,1455,3455,2724
wichitastate,1455,3455,2724
william & mary,1456,3456,2729
william--mary,1456,3456,2729
william-mary,1456,3456,2729
winston salem,1445,3445,
winston-salem,1445,3445,
winston-salem-state,1445,3445,
winthrop,1457,3457,2737
wis.-green bay,1453,3453,2739
wis.-milwaukee,1454,3454,270
wisconsin,1458,3458,275
wisconsin-green bay,1453,3453,2739
wisconsin-green-bay,1453,3453,2739
wisconsin-milwaukee,1454,3454,270
wku,1443,3443,98
wofford,1459,3459,2747
wright st,1460,3460,2750
wright st.,1460,3460,2750
wright state,1460,3460,2750
wright-st,1460,3460,2750
wright-state,1460,3460,2750
wyoming,1461,3461,2751
xavier,1462,3462,2752
yale,1463,3463,43
youngstown st,1464,3464,2754
youngstown st.,1464,3464,2754
youngstown state,1464,3464,2754
youngstown-st,1464,3464,2754
youngstown-state,1464,3464,2754
houston christian,1223,3223,2277
um kansas city,1282,3282,140
miami,1274,3274,2390
presbyterian college,1342,3342,2506
san josã© state,1363,3363,23
st. thomas - minnesota,1472,3472,2900
tarleton,1470,3470,2627
ul monroe,1419,3419,2433
ut rio grande valley,1410,3410,292
queens university,1474,3474,2511
texas a&m-commerce,1477,3477,2837
ualbany,1107,3107,399
app state,1111,3111,2026
kansas city,1282,3282,140
liu,1254,3254,112358
lmu (ca),1258,3258,2351
niu,1296,3296,2459
st. thomas (mn),1472,3472,2900
tarleton st.,1470,3470,2627
uiw,1230,3230,2916
queens (nc),1474,3474,2511
tex. a&m-commerce,1477,3477,2837
southern ind.,1475,3475,88
abil christian,1101,3101,2000
ar-pine bluff,1115,3115,2029
csu fullerton,1168,3168,2239
cal,1143,3143,25
cent conn st,1148,3148,2115
cent michigan,1141,3141,2117
c. carolina,1157,3157,324
ecu,1187,3187,151
fair dickinson,1192,3192,161
fau,1194,3194,2226
jmu,1241,3241,256
loyola mary,1258,3258,2351
la tech,1256,3256,2348
mid tennessee,1292,3292,2393
miss st,1280,3280,344
miss valley st,1290,3290,2400
unh,1306,3306,160
north dakota st,1295,3295,2449
n arizona,1319,3319,2464
northwestern st,1322,3322,2466
pv a&m,1341,3341,2504
uri,1348,3348,227
sacramento st,1170,3170,16
saint joe's,1386,3386,2603
south dakota st,1355,3355,2571
usf,1378,3378,58
tenn tech,1399,3399,2635
md-e shore,1271,3271,2379
ut rio grande,1410,3410,292
uva,1438,3438,258
dixie st.,1469,3469,3101
mount saint mary's,1291,3291,116
saint mary's college,1388,3388,2608
seattle university,1370,3370,2547
saint john's,1385,3385,2599
maryland eastern shore,1271,3271,2379
uta,1426,3426,250
texas a&m corpus chris,1394,3394,357
arkansas pine bluff,1115,3115,2029
bethune cookman,1126,3126,2065
cal st. bakersfield,1167,3167,2934
louisiana lafayette,1418,3418,309
mississippi valley st.,1290,3290,2400
st. francis pa,1384,3384,2598
southeast missouri st.,1369,3369,2546
st. thomas,1472,3472,2900
illinois chicago,1227,3227,82
louisiana monroe,1419,3419,2433
tennessee martin,1404,3404,2630
queens,1474,3474,2511
texas a&m commerce,1477,3477,2837
texas a&m corpus christi,1394,3394,357
southern university,1380,3380,2582
california-baptist,1465,3465,2856
north-alabama,1466,3466,2453
cal state long beach,1253,3253,299
purdue-fort wayne,1236,3236,2870
east texas a&m,1477,3477,2193
fdu,1192,3192,161
iu indianapolis,1237,3237,85
iu indy,1237,3237,85
le moyne,1478,3478,2330
mercyhurst,1479,3479,2385
uc-san diego,1471,3471,28
west georgia,1480,3480,2698
albany great danes,1107,3107,399
centenary louisiana,1147,3147,2113
chattanooga mocs,1151,3151,236
east tennessee st,1190,3190,2193
east. washington,1186,3186,331
illinois (chi.),1227,3227,82
jacksonville dolphins,1239,3239,294
liu sharks,1254,3254,112358
maine black bears,1263,3263,311
md.-east. shore,1271,3271,2379
merrimack warriors,1467,3467,2771
middle tenn. st.,1292,3292,2393
miss. valley st.,1290,3290,2400
n. carolina central,1300,3300,2428
nebraska o.,1303,3303,2437
new hampshire wildcats,1306,3306,160
queens royals,1474,3474,2511
richmond spiders,1350,3350,257
saint josephs hawks,1386,3386,2603
san diego toreros,1360,3360,301
smu mustangs,1374,3374,2567
south carolina st,1354,3354,2569
south dakota coyotes,1377,3377,233
southern univ.,1380,3380,2582
st. john's (n.y.),1385,3385,2599
st. louis billikens,1387,3387,139
st. marys (ca),1388,3388,2608
st. peters,1389,3389,2612
st. thomas (minn.),1472,3472,2900
ucf knights,1416,3416,2116
umbc retrievers,1420,3420,2378
und,1315,3315,155
utah utes,1428,3428,254
utah valley state,1430,3430,3084
utsa roadrunners,1427,3427,2636
vcu rams,1433,3433,2670
wisc. green bay,1453,3453,2739
wisc. milwaukee,1454,3454,270
tennessee volunteers,1397,3397,2633
iowa hawkeyes,1234,3234,2294
oklahoma sooners,1328,3328,201
usc trojans,1425,3425,30
california golden bears,1143,3143,25
illinois fighting illini,1228,3228,356
lsu tigers,1261,3261,99
creighton bluejays,1166,3166,156
nebraska cornhuskers,1304,3304,158
dakota st.,1355,3355,2571
harvard crimson,1217,3217,108
miami university (oh),1275,3275,193
mount st. mary's (md),1291,3291,116
u miami (fl),1274,3274,2390
louisiana (lafayette),1418,3418,309
md eastern shore,1271,3271,2379
new haven,1481,3481,2441
st. mary's (ca),1388,3388,2608
